geneID	gff_annotation	gff_annotation2
113007718	irs2	insulin receptor substrate 2
113007396	myo16	myosin XVI%2C transcript variant X6
113008076	tnfsf13b	TNF superfamily member 13b
113008075	abhd13	abhydrolase domain containing 13
113007363	fam155a	family with sequence similarity 155 member A
113008369	LOC113008369	cholecystokinin receptor-like
113007880	pdzk1	PDZ domain containing 1%2C transcript variant X2
113007881	LOC113007881	Golgi pH regulator
113008434	LOC113008434	OX-2 membrane glycoprotein-like%2C transcript variant X2
113007381	LOC113007381	B- and T-lymphocyte attenuator-like
113008099	LOC113008099	B- and T-lymphocyte attenuator-like%2C transcript variant X1
113008332	cd200r1	CD200 receptor 1%2C transcript variant X1
113008331	maats1	MYCBP associated and testis expressed 1
113008394	nr1i2	nuclear receptor subfamily 1 group I member 2%2C transcript variant X2
113007494	gsk3b	glycogen synthase kinase 3 beta%2C transcript variant X1
113008067	gpr156	G protein-coupled receptor 156
113008101	lrrc58	leucine rich repeat containing 58
113007865	fstl1	follistatin like 1
113008414	LOC113008414	myosin light chain kinase%2C smooth muscle-like
113008415	LOC113008415	uncharacterized LOC113008415
113008125	LOC113008125	uncharacterized LOC113008125%2C transcript variant X2
113008060	LOC113008060	uncharacterized LOC113008060
113008031	LOC113008031	beta-1%2C3-galactosyltransferase 1-like
113007966	LOC113007966	complement C1q-like protein 2%2C transcript variant X2
113008504	LOC113008504	nectin-3-like protein
113007457	LOC113007457	nectin-1-like
113007467	LOC113007467	uncharacterized LOC113007467
113007468	LOC113007468	uncharacterized LOC113007468
113007464	LOC113007464	uncharacterized LOC113007464%2C transcript variant X2
113007460	LOC113007460	protein CIP2A-like
113007465	LOC113007465	uncharacterized LOC113007465
113007569	LOC113007569	leucine-rich repeat-containing protein 31-like
113007462	LOC113007462	probable E3 ubiquitin-protein ligase HERC4
113007458	LOC113007458	leucine-rich repeat-containing protein 31-like%2C transcript variant X2
113007570	LOC113007570	sialoadhesin-like
113007466	LOC113007466	uncharacterized LOC113007466
113007455	LOC113007455	nectin-3-like%2C transcript variant X4
113007463	LOC113007463	nectin-3-like
113007456	LOC113007456	nectin-4-like
113007454	LOC113007454	uncharacterized LOC113007454
113008184	LOC113008184	nectin-4-like
113008351	LOC113008351	uncharacterized LOC113008351
113007416	LOC113007416	nectin-3-like%2C transcript variant X2
113007417	LOC113007417	nectin-4-like%2C transcript variant X3
113007575	LOC113007575	nectin-2-like
113008521	LOC113008521	uncharacterized LOC113008521%2C transcript variant X2
113007976	LOC113007976	uncharacterized LOC113007976
113008378	gja8	gap junction protein alpha 8
113008309	gja5	gap junction protein alpha 5%2C transcript variant X4
113007485	acp6	acid phosphatase 6%2C lysophosphatidic%2C transcript variant X1
113007484	bcl9	B cell CLL/lymphoma 9%2C transcript variant X1
113008100	LOC113008100	uncharacterized LOC113008100
113008362	chaf1b	chromatin assembly factor 1 subunit B
113007975	morc3	MORC family CW-type zinc finger 3
113007789	dop1b	DOP1 leucine zipper like protein B%2C transcript variant X1
113008114	LOC113008114	sodium/myo-inositol cotransporter-like
113008276	kcne2	potassium voltage-gated channel subfamily E regulatory subunit 2
113007801	LOC113007801	calsequestrin-2-like%2C transcript variant X1
113008135	LOC113008135	vang-like protein 1
113008321	LOC113008321	helix-loop-helix protein 1-like
113008553	trnal-cag	tRNA-Leu
113008278	LOC113008278	atypical chemokine receptor 3-like
113008380	LOC113008380	ribulose-phosphate 3-epimerase
113007481	LOC113007481	immunoglobulin superfamily member 3-like%2C transcript variant X2
113007613	LOC113007613	immunoglobulin superfamily member 3-like%2C transcript variant X2
113007615	LOC113007615	uncharacterized LOC113007615
113007612	LOC113007612	immunoglobulin superfamily member 3-like
113007614	klhl6	kelch like family member 6
113007576	LOC113007576	uncharacterized LOC113007576
113008451	LOC113008451	cilia- and flagella-associated protein 251-like%2C transcript variant X1
113008517	LOC113008517	uncharacterized LOC113008517
113007784	anos1	anosmin 1
113007785	LOC113007785	uncharacterized LOC113007785
113007872	LOC113007872	F-box-like/WD repeat-containing protein TBL1X
113008330	gpr143	G protein-coupled receptor 143
113008485	LOC113008485	ankyrin repeat and SOCS box protein 9-like%2C transcript variant X2
113007401	mospd2	motile sperm domain containing 2
113007400	fancb	FA complementation group B%2C transcript variant X3
113007403	glra2	glycine receptor alpha 2%2C transcript variant X2
113007279	gpm6b	glycoprotein M6B%2C transcript variant X1
113007278	ofd1	OFD1%2C centriole and centriolar satellite protein%2C transcript variant X1
113007281	trappc2	trafficking protein particle complex 2
113007280	rab9a	RAB9A%2C member RAS oncogene family
113008314	egfl6	EGF like domain multiple 6%2C transcript variant X1
113008046	LOC113008046	thymosin beta-12%2C transcript variant X3
113008045	LOC113008045	toll-like receptor 8%2C transcript variant X1
113007577	LOC113007577	toll-like receptor 8
113007492	LOC113007492	toll-like receptor 8
113007491	LOC113007491	toll-like receptor 7
113007490	LOC113007490	FERM and PDZ domain-containing protein 4-like%2C transcript variant X1
113008227	LOC113008227	rho GTPase-activating protein 6-like%2C transcript variant X2
113007319	LOC113007319	E3 ubiquitin-protein ligase Midline-1%2C transcript variant X6
113007318	cog3	component of oligomeric golgi complex 3
113007321	LOC113007321	uncharacterized LOC113007321%2C transcript variant X2
113007320	LOC113007320	endothelin receptor type B-like
113008219	LOC113008219	leukocyte cell-derived chemotaxin 1-like
113007856	LOC113007856	protocadherin-8-like
113008090	LOC113008090	protocadherin-8-like
113008089	LOC113008089	protocadherin-17-like
113008404	LOC113008404	SLIT and NTRK-like protein 5
113008228	fastkd5	FAST kinase domains 5%2C transcript variant X2
113007382	LOC113007382	glypican-6-like%2C transcript variant X1
113007539	dct	dopachrome tautomerase
113007538	LOC113007538	multidrug resistance-associated protein 4-like%2C transcript variant X3
113007541	sox21	SRY-box 21
113007911	LOC113007911	claudin-10-like%2C transcript variant X2
113008188	LOC113008188	claudin-10-like
113008071	LOC113008071	claudin-10-like
113008318	LOC113008318	dnaJ homolog subfamily C member 3-like
113007683	uggt2	UDP-glucose glycoprotein glucosyltransferase 2%2C transcript variant X6
113007699	hs6st3	heparan sulfate 6-O-sulfotransferase 3
113007444	LOC113007444	muscleblind-like protein 2a%2C transcript variant X6
113007445	LOC113007445	ras-related protein Rap-2a
113007666	LOC113007666	FERM%2C ARHGEF and pleckstrin domain-containing protein 1-like%2C transcript variant X1
113007665	dock9	dedicator of cytokinesis 9%2C transcript variant X6
113007831	LOC113007831	solute carrier family 15 member 1-like
113007874	LOC113007874	serine/threonine-protein kinase 24-like
113007549	ino80d	INO80 complex subunit D
113007550	ndufs1	NADH:ubiquinone oxidoreductase core subunit S1
113007551	gpr1	G protein-coupled receptor 1
113007817	adam23	ADAM metallopeptidase domain 23%2C transcript variant X4
113008264	fam237a	family with sequence similarity 237 member A%2C transcript variant X2
113008263	LOC113008263	caspase-8-like%2C transcript variant X2
113007304	prkra	protein activator of interferon induced protein kinase EIF2AK2
113007302	osbpl6	oxysterol binding protein like 6%2C transcript variant X2
113007820	LOC113007820	cytochrome c-b%2C transcript variant X2
113007956	pde11a	phosphodiesterase 11A
113007779	agps	alkylglycerone phosphate synthase
113007688	nfe2l2	nuclear factor%2C erythroid 2 like 2
113007689	hnrnpa3	heterogeneous nuclear ribonucleoprotein A3%2C transcript variant X1
113007969	LOC113007969	uncharacterized LOC113007969
113007967	hoxd3	homeobox D3
113007968	LOC113007968	homeobox protein Hox-D4a%2C transcript variant X2
113007883	LOC113007883	homeobox protein Hox-D9a-like
113007921	hoxd10	homeobox D10
113007890	LOC113007890	homeobox protein Hox-D11a-like
113008043	hoxd12	homeobox D12
113007973	LOC113007973	homeobox even-skipped homolog protein 2-like
113008156	LOC113008156	endoplasmic reticulum junction formation protein lunapark-A-like%2C transcript variant X1
113008310	LOC113008310	uncharacterized LOC113008310%2C transcript variant X1
113007670	LOC113007670	ATP synthase F(0) complex subunit C3%2C mitochondrial-like%2C transcript variant X1
113007669	atf2	activating transcription factor 2
113008557	trnas-cga	tRNA-Ser
113008182	LOC113008182	N-chimaerin-like
113008296	chrna1	cholinergic receptor nicotinic alpha 1 subunit
113007984	gpr155	G protein-coupled receptor 155
113007578	LOC113007578	integral membrane protein GPR155-like
113007811	scrn3	secernin 3%2C transcript variant X1
113008077	LOC113008077	corepressor interacting with RBPJ 1-like
113008078	sp9	Sp9 transcription factor%2C transcript variant X2
113007925	ola1	Obg like ATPase 1%2C transcript variant X1
113007908	sp3	Sp3 transcription factor
113008481	cdca7	cell division cycle associated 7
113007978	map3k20	mitogen-activated protein kinase kinase kinase 20
113007960	rapgef4	Rap guanine nucleotide exchange factor 4%2C transcript variant X2
113007355	pdk1	pyruvate dehydrogenase kinase 1
113007354	nup62	nucleoporin 62
113008160	LOC113008160	integrin alpha-6-like%2C transcript variant X2
113007903	dlx2	distal-less homeobox 2
113008490	dlx1	distal-less homeobox 1%2C transcript variant X2
113008280	LOC113008280	uncharacterized LOC113008280
113008120	hat1	histone acetyltransferase 1
113008502	LOC113008502	calcium-binding mitochondrial carrier protein Aralar1-like%2C transcript variant X1
113008503	LOC113008503	cytoplasmic dynein 1 intermediate chain 2-like%2C transcript variant X1
113007876	LOC113007876	cytochrome b reductase 1-like
113007909	LOC113007909	DDB1- and CUL4-associated factor 17-like
113007542	dcaf17	DDB1 and CUL4 associated factor 17
113007543	LOC113007543	cingulin-like
113007544	mettl8	methyltransferase like 8%2C transcript variant X1
113007662	tlk1	tousled like kinase 1
113007663	gorasp2	golgi reassembly stacking protein 2%2C transcript variant X2
113008005	LOC113008005	uncharacterized LOC113008005%2C transcript variant X1
113008008	LOC113008008	uncharacterized LOC113008008
113008015	gad1	glutamate decarboxylase 1
113007885	sp5	Sp5 transcription factor
113007884	myo3b	myosin IIIB%2C transcript variant X6
113007514	ubr3	ubiquitin protein ligase E3 component n-recognin 3%2C transcript variant X2
113007996	mettl5	methyltransferase like 5
113007995	ssb	Sjogren syndrome antigen B
113007877	klhl23	kelch like family member 23
113008450	phgdh	phosphoglycerate dehydrogenase
113008050	ccdc173	coiled-coil domain containing 173
113007906	ppig	peptidylprolyl isomerase G%2C transcript variant X3
113007904	fastkd1	FAST kinase domains 1%2C transcript variant X2
113007813	klhl41	kelch like family member 41%2C transcript variant X2
113008472	bbs5	Bardet-Biedl syndrome 5
113007806	LOC113007806	collagen alpha-1(XXVIII) chain-like%2C transcript variant X1
113007807	LOC113007807	ATP synthase subunit beta%2C mitochondrial-like
113007808	ccdc89	coiled-coil domain containing 89
113007339	lrp2	LDL receptor related protein 2%2C transcript variant X1
113007341	LOC113007341	retinol dehydrogenase 7-like
113007342	LOC113007342	retinol dehydrogenase 7-like%2C transcript variant X1
113008200	abcb11	ATP binding cassette subfamily B member 11%2C transcript variant X1
113008138	g6pc2	glucose-6-phosphatase catalytic subunit 2%2C transcript variant X3
113008139	spc25	SPC25%2C NDC80 kinetochore complex component
113008137	nostrin	nitric oxide synthase trafficking%2C transcript variant X3
113008093	cers6	ceramide synthase 6%2C transcript variant X2
113008092	stk39	serine/threonine kinase 39%2C transcript variant X1
113008095	b3galt1	beta-1%2C3-galactosyltransferase 1%2C transcript variant X1
113007525	xirp2	xin actin binding repeat containing 2%2C transcript variant X2
113007517	csrnp3	cysteine and serine rich nuclear protein 3%2C transcript variant X2
113007516	galnt3	polypeptide N-acetylgalactosaminyltransferase 3
113007515	ttc21b	tetratricopeptide repeat domain 21B
113007619	LOC113007619	sodium channel protein type 2 subunit alpha-like%2C transcript variant X2
113007928	slc38a11	solute carrier family 38 member 11
113008442	cobll1	cordon-bleu WH2 repeat protein like 1%2C transcript variant X4
113007819	grb14	growth factor receptor bound protein 14%2C transcript variant X3
113007957	fign	fidgetin%2C microtubule severing factor%2C transcript variant X1
113007676	kcnh7	potassium voltage-gated channel subfamily H member 7%2C transcript variant X1
113007790	ifih1	interferon induced with helicase C domain 1%2C transcript variant X1
113007791	LOC113007791	dipeptidyl peptidase 4-like
113008049	LOC113008049	glucagon-2-like
113007927	LOC113007927	sodium-driven chloride bicarbonate exchanger-like
113007888	tbr1	T-box%2C brain 1
113008468	tank	TRAF family member associated NFKB activator%2C transcript variant X1
113007860	LOC113007860	RNA-binding motif%2C single-stranded-interacting protein 1-like
113008195	cd302	CD302 molecule
113007391	LOC113007391	bromodomain adjacent to zinc finger domain protein 2B-like%2C transcript variant X1
113007579	tanc1	tetratricopeptide repeat%2C ankyrin repeat and coiled-coil containing 1
113007814	dapl1	death associated protein like 1%2C transcript variant X2
113008116	pkp4	plakophilin 4%2C transcript variant X3
113008117	ccdc148	coiled-coil domain containing 148%2C transcript variant X2
113008327	upp2	uridine phosphorylase 2
113008328	LOC113008328	uncharacterized protein C7orf57 homolog%2C transcript variant X2
113007557	acvr1	activin A receptor type 1%2C transcript variant X3
113007999	acvr1c	activin A receptor type 1C
113008000	cytip	cytohesin 1 interacting protein%2C transcript variant X1
113008266	LOC113008266	uncharacterized LOC113008266%2C transcript variant X1
113008265	galnt5	polypeptide N-acetylgalactosaminyltransferase 5
113007697	LOC113007697	glycerol-3-phosphate dehydrogenase%2C mitochondrial-like%2C transcript variant X1
113007696	nr4a2	nuclear receptor subfamily 4 group A member 2
113008032	LOC113008032	uncharacterized LOC113008032%2C transcript variant X2
113007963	kcnj3	potassium voltage-gated channel subfamily J member 3
113007714	galnt13	polypeptide N-acetylgalactosaminyltransferase 13%2C transcript variant X3
113008062	rprm	reprimo%2C TP53 dependent G2 arrest mediator homolog
113007295	prpf40a	pre-mRNA processing factor 40 homolog A%2C transcript variant X1
113007293	fmnl2	formin like 2%2C transcript variant X9
113008221	LOC113008221	small ubiquitin-related modifier 3
113007511	LOC113007511	pituitary tumor-transforming gene 1 protein-interacting protein-like%2C transcript variant X3
113007510	LOC113007510	unconventional myosin-X-like
113008083	LOC113008083	beta-galactosidase-like
113008082	ankzf1	ankyrin repeat and zinc finger domain containing 1%2C transcript variant X1
113008373	LOC113008373	astacin-like metalloendopeptidase%2C transcript variant X3
113008554	trnak-uuu	tRNA-Lys
113008372	LOC113008372	high choriolytic enzyme 2-like
113008147	tra2b	transformer 2 beta homolog%2C transcript variant X1
113007522	igf2bp2	insulin like growth factor 2 mRNA binding protein 2%2C transcript variant X2
113007717	LOC113007717	transmembrane protein 41A-A-like
113007716	ehhadh	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase
113008098	c16h3orf70	chromosome 16 C3orf70 homolog
113008437	nme9	NME/NM23 family member 9%2C transcript variant X1
113008436	smarcal1	SWI/SNF related%2C matrix associated%2C actin dependent regulator of chromatin%2C subfamily a like 1
113008438	march4	membrane associated ring-CH-type finger 4
113008439	LOC113008439	tumor necrosis factor receptor superfamily member 5-like%2C transcript variant X1
113007686	LOC113007686	collagen alpha-2(VI) chain-like%2C transcript variant X1
113007687	xrcc5	X-ray repair cross complementing 5
113008402	tmem169	transmembrane protein 169
113007937	LOC113007937	nucleoporin nup124-like%2C transcript variant X1
113007936	LOC113007936	ATP-dependent 6-phosphofructokinase%2C liver type-like%2C transcript variant X1
113007486	map3k13	mitogen-activated protein kinase kinase kinase 13%2C transcript variant X7
113008158	trpm2	transient receptor potential cation channel subfamily M member 2
113008543	LOC113008543	U2 spliceosomal RNA
113007398	fam126b	family with sequence similarity 126 member B%2C transcript variant X5
113007399	LOC113007399	CASP8 and FADD-like apoptosis regulator%2C transcript variant X4
113008446	dip2a	disco interacting protein 2 homolog A%2C transcript variant X4
113008201	LOC113008201	sacsin-like
113008441	LOC113008441	uncharacterized LOC113008441
113008440	LOC113008440	uncharacterized LOC113008440
113008166	LOC113008166	sacsin-like
113007655	LOC113007655	sacsin-like
113007657	LOC113007657	zinc finger protein 525-like%2C transcript variant X1
113007656	prmt2	protein arginine methyltransferase 2%2C transcript variant X1
113008385	ercc1	ERCC excision repair 1%2C endonuclease non-catalytic subunit
113007944	LOC113007944	serine/arginine repetitive matrix protein 2-like%2C transcript variant X1
113007950	LOC113007950	neuroligin-4%2C X-linked-like
113008153	LOC113008153	matrix-remodeling-associated protein 5-like
113008558	trnar-acg	tRNA-Arg
113007702	LOC113007702	arylsulfatase D-like%2C transcript variant X3
113007703	LOC113007703	putative uncharacterized protein DDB_G0290521%2C transcript variant X5
113008214	LOC113008214	sorting nexin-4-like%2C transcript variant X2
113008427	LOC113008427	indian hedgehog B protein-like
113008056	LOC113008056	myc box-dependent-interacting protein 1-like%2C transcript variant X2
113007482	LOC113007482	transmembrane protein 198-B-like
113007483	LOC113007483	desmin-like
113008109	LOC113008109	receptor-type tyrosine-protein phosphatase-like N%2C transcript variant X1
113008110	dnajb2	DnaJ heat shock protein family (Hsp40) member B2%2C transcript variant X3
113008111	LOC113008111	tubulin alpha chain
113008112	LOC113008112	tubulin alpha chain-like
113008342	LOC113008342	tubulin alpha chain-like
113008341	LOC113008341	tubulin alpha chain-like%2C transcript variant X2
113008343	pofut2	protein O-fucosyltransferase 2%2C transcript variant X2
113007750	abca12	ATP binding cassette subfamily A member 12%2C transcript variant X1
113007580	LOC113007580	BRCA1-associated RING domain protein 1-like
113008023	LOC113008023	BRCA1-associated RING domain protein 1-like%2C transcript variant X1
113008144	vwc2l	von Willebrand factor C domain containing 2 like%2C transcript variant X2
113008087	LOC113008087	zinc finger protein Helios-like%2C transcript variant X1
113007667	LOC113007667	receptor tyrosine-protein kinase erbB-4-like%2C transcript variant X1
113007668	LOC113007668	uncharacterized LOC113007668
113007386	cps1	carbamoyl-phosphate synthase 1%2C transcript variant X2
113008191	LOC113008191	myosin light chain 1%2C skeletal muscle isoform
113007581	LOC113007581	microtubule-associated protein 2-like
113008190	LOC113008190	zinc finger BED domain-containing protein 1-like
113007993	LOC113007993	KAT8 regulatory NSL complex subunit 1-like protein%2C transcript variant X1
113008232	LOC113008232	protein HEG-like
113008311	slc12a8	solute carrier family 12 member 8%2C transcript variant X3
113008115	znf148	zinc finger protein 148%2C transcript variant X2
113007751	LOC113007751	dehydrogenase/reductase SDR family member on chromosome X-like%2C transcript variant X3
113008251	asmt	acetylserotonin O-methyltransferase%2C transcript variant X1
113008277	akap17a	A-kinase anchoring protein 17A
113007833	sowahc	sosondowah ankyrin repeat domain family member C
113007834	sept10	septin 10
113008489	sh3rf3	SH3 domain containing ring finger 3%2C transcript variant X5
113007987	edar	ectodysplasin A receptor%2C transcript variant X2
113008229	ccdc138	coiled-coil domain containing 138%2C transcript variant X2
113007918	vgll3	vestigial like family member 3
113008097	LOC113008097	uncharacterized LOC113008097%2C transcript variant X2
113008096	chmp2b	charged multivesicular body protein 2B
113008064	pou1f1	POU class 1 homeobox 1%2C transcript variant X2
113007986	htr1f	5-hydroxytryptamine receptor 1F
113007555	znf654	zinc finger protein 654
113007556	LOC113007556	uncharacterized LOC113007556%2C transcript variant X1
113008384	c16h3orf38	chromosome 16 C3orf38 homolog
113007942	LOC113007942	uncharacterized LOC113007942
113007582	LOC113007582	uncharacterized LOC113007582
113008444	epha3	EPH receptor A3%2C transcript variant X6
113007868	stx19	syntaxin 19%2C transcript variant X2
113007915	LOC113007915	sterile alpha motif domain-containing protein 3-like
113007916	LOC113007916	uncharacterized LOC113007916
113008222	LOC113008222	ephrin type-A receptor 6-like%2C transcript variant X1
113008151	LOC113008151	ADP-ribosylation factor-like protein 6%2C transcript variant X1
113008149	fbxo47	F-box protein 47
113008150	cldn14	claudin 14%2C transcript variant X2
113008457	LOC113008457	high-affinity choline transporter 1-like%2C transcript variant X1
113007769	gcc2	GRIP and coiled-coil domain containing 2
113007770	tmem223	transmembrane protein 223
113007664	LOC113007664	LIM and senescent cell antigen-like-containing domain protein 1%2C transcript variant X5
113007418	LOC113007418	E3 SUMO-protein ligase RanBP2-like%2C transcript variant X1
113007798	tpt1	tumor protein%2C translationally-controlled 1
113007797	LOC113007797	general transcription factor IIF subunit 2-like
113007796	kctd4	potassium channel tetramerization domain containing 4
113007558	LOC113007558	TSC22 domain family protein 1-like%2C transcript variant X1
113008533	serp2	stress associated endoplasmic reticulum protein family member 2
113007759	LOC113007759	alsin-like%2C transcript variant X4
113008162	LOC113008162	frizzled-7-A-like
113008519	LOC113008519	olfactory receptor 10A6-like
113008520	LOC113008520	olfactory receptor 10A6-like
113007282	LOC113007282	olfactory receptor 10A6-like
113008382	LOC113008382	olfactory receptor 8I2-like
113007310	LOC113007310	putative gustatory receptor clone PTE01
113008371	LOC113008371	olfactory receptor 4D1-like
113008346	LOC113008346	olfactory receptor 11A1-like
113008479	LOC113008479	olfactory receptor 4D1-like
113008393	LOC113008393	olfactory receptor 4D1-like
113007344	LOC113007344	olfactory receptor 4D1-like
113007312	LOC113007312	putative gustatory receptor clone PTE01
113007585	LOC113007585	putative gustatory receptor clone PTE01
113007586	LOC113007586	putative gustatory receptor clone PTE01
113007587	LOC113007587	olfactory receptor 6N1-like
113008505	LOC113008505	olfactory receptor 51E1-like
113007589	LOC113007589	olfactory receptor 6C4-like
113007590	LOC113007590	olfactory receptor 4Q2-like
113007591	LOC113007591	olfactory receptor-like protein COR6
113008335	LOC113008335	olfactory receptor 5F1-like
113007592	LOC113007592	olfactory receptor 2AP1-like
113007593	LOC113007593	olfactory receptor 2B6-like
113008189	LOC113008189	olfactory receptor 6N1-like
113008197	LOC113008197	olfactory receptor 142-like
113007594	LOC113007594	olfactory receptor 10Z1-like
113008179	LOC113008179	olfactory receptor 6N1-like
113008152	LOC113008152	olfactory receptor 10Z1-like
113007595	LOC113007595	olfactory receptor 142-like
113007596	LOC113007596	olfactory receptor 142-like
113008326	LOC113008326	olfactory receptor 142-like
113008354	LOC113008354	olfactory receptor 10Z1-like
113008196	LOC113008196	olfactory receptor 6F1-like
113007597	LOC113007597	olfactory receptor 10Z1-like
113008226	LOC113008226	olfactory receptor 6F1-like
113008295	LOC113008295	olfactory receptor 6C1-like
113008209	LOC113008209	olfactory receptor 10Z1-like
113007793	agpat3	1-acylglycerol-3-phosphate O-acyltransferase 3%2C transcript variant X2
113008041	LOC113008041	pyridoxal kinase-like
113008452	chpf	chondroitin polymerizing factor
113008453	asic4	acid sensing ion channel subunit family member 4%2C transcript variant X1
113008353	LOC113008353	serine/threonine-protein kinase pim-1-like
113008334	LOC113008334	serine/threonine-protein kinase pim-1-like
113008047	LOC113008047	uncharacterized LOC113008047
113008119	gmppa	GDP-mannose pyrophosphorylase A%2C transcript variant X2
113007414	pnkd	PNKD%2C MBL domain containing%2C transcript variant X1
113007415	LOC113007415	protein lifeguard 3-like%2C transcript variant X2
113007413	dars	aspartyl-tRNA synthetase
113007815	cxcr4	C-X-C motif chemokine receptor 4
113008257	LOC113008257	uncharacterized LOC113008257
113007990	LOC113007990	thrombospondin type-1 domain-containing protein 7B-like
113007599	LOC113007599	thrombospondin type-1 domain-containing protein 7A-like
113007991	LOC113007991	thrombospondin type-1 domain-containing protein 7B-like
113007636	LOC113007636	histamine N-methyltransferase-like%2C transcript variant X1
113007637	LOC113007637	histamine N-methyltransferase-like
113008283	LOC113008283	uncharacterized LOC113008283
113008057	spopl	speckle type BTB/POZ protein like%2C transcript variant X2
113008270	nxph2	neurexophilin 2
113008366	ugt1a1	UDP glucuronosyltransferase family 1 member A1
113007914	LOC113007914	granzyme B-like
113007840	LOC113007840	ICOS ligand-like%2C transcript variant X1
113007842	LOC113007842	CD276 antigen homolog
113007836	clasp1	cytoplasmic linker associated protein 1%2C transcript variant X2
113008546	LOC113008546	U4atac minor spliceosomal RNA
113007839	LOC113007839	transcription factor CP2-like protein 1%2C transcript variant X4
113008431	LOC113008431	uncharacterized LOC113008431
113008255	LOC113008255	sterile alpha motif domain-containing protein 9-like%2C transcript variant X2
113007526	LOC113007526	zinc finger protein GLI2-like%2C transcript variant X2
113008262	LOC113008262	uncharacterized LOC113008262%2C transcript variant X2
113008224	LOC113008224	inhibin beta B chain-like
113008163	LOC113008163	ras guanine nucleotide exchange factor F-like%2C transcript variant X1
113008081	LOC113008081	ileal sodium/bile acid cotransporter-like
113008003	LOC113008003	ileal sodium/bile acid cotransporter-like
113007920	LOC113007920	ileal sodium/bile acid cotransporter-like%2C transcript variant X2
113008305	gtpbp8	GTP binding protein 8 (putative)
113008486	LOC113008486	uncharacterized LOC113008486
113008541	LOC113008541	uncharacterized LOC113008541
113008258	LOC113008258	serine/threonine-protein kinase pim-1-like
113008259	LOC113008259	uncharacterized LOC113008259%2C transcript variant X2
113007269	LOC113007269	uncharacterized LOC113007269
113007979	LOC113007979	uncharacterized LOC113007979
113008271	LOC113008271	uncharacterized LOC113008271%2C transcript variant X4
113008487	LOC113008487	uncharacterized LOC113008487
113008455	LOC113008455	uncharacterized LOC113008455
113007695	efnb2	ephrin B2
113007855	arglu1	arginine and glutamate rich 1%2C transcript variant X2
113007830	LOC113007830	uncharacterized LOC113007830
113007829	LOC113007829	CD276 antigen homolog
113007828	LOC113007828	MKI67 FHA domain-interacting nucleolar phosphoprotein-like
113008548	LOC113008548	small nucleolar RNA ACA64
113008547	LOC113008547	small nucleolar RNA ACA64
113007827	LOC113007827	high affinity cGMP-specific 3'%2C5'-cyclic phosphodiesterase 9A-like
113007633	LOC113007633	glycerol kinase-like%2C transcript variant X1
113007632	ddx18	DEAD-box helicase 18
113007875	LOC113007875	uncharacterized LOC113007875
113007917	LOC113007917	actin-related protein 3-like
113008177	LOC113008177	uncharacterized LOC113008177
113008178	LOC113008178	uncharacterized LOC113008178
113008210	LOC113008210	uncharacterized LOC113008210
113007387	dpp10	dipeptidyl peptidase like 10%2C transcript variant X1
113007388	LOC113007388	inactive dipeptidyl peptidase 10-like%2C transcript variant X2
113007939	cops8	COP9 signalosome subunit 8
113008555	trnai-aau	tRNA-Ile
113008249	col6a3	collagen type VI alpha 3 chain%2C transcript variant X3
113007786	mlph	melanophilin%2C transcript variant X1
113007787	LOC113007787	prolactin-releasing peptide-like%2C transcript variant X1
113008207	rab17	RAB17%2C member RAS oncogene family
113008204	LOC113008204	leucine-rich repeat flightless-interacting protein 2-like%2C transcript variant X14
113008205	tyw5	tRNA-yW synthesizing protein 5
113008206	maip1	matrix AAA peptidase interacting protein 1
113008559	trnai-aau	tRNA-Ile
113008556	trnai-aau	tRNA-Ile
113007935	pgap1	post-GPI attachment to proteins 1
113007707	LOC113007707	E3 ubiquitin-protein ligase HECW2-like%2C transcript variant X1
113007629	stk17b	serine/threonine kinase 17b
113007630	c16h2orf69	chromosome 16 C2orf69 homolog
113007631	ftcdnl1	formiminotransferase cyclodeaminase N-terminal like%2C transcript variant X1
113007765	LOC113007765	nck-associated protein 5-like%2C transcript variant X2
113007767	LOC113007767	uncharacterized LOC113007767
113007766	LOC113007766	G-protein coupled receptor 39-like
113008022	slc35f5	solute carrier family 35 member F5%2C transcript variant X3
113007671	sympk	symplekin%2C transcript variant X1
113007673	adat3	adenosine deaminase%2C tRNA specific 3%2C transcript variant X3
113007675	alkbh6	alkB homolog 6%2C transcript variant X3
113007672	osgepl1	O-sialoglycoprotein endopeptidase like 1%2C transcript variant X2
113008515	LOC113008515	peptidyl-prolyl cis-trans isomerase FKBP7-like
113008514	LOC113008514	glutaminase kidney isoform%2C mitochondrial-like%2C transcript variant X1
113007677	LOC113007677	signal transducer and activator of transcription 1-alpha/beta-like
113007679	LOC113007679	uncharacterized LOC113007679%2C transcript variant X3
113007678	stat4	signal transducer and activator of transcription 4%2C transcript variant X2
113008011	wdr75	WD repeat domain 75%2C transcript variant X1
113007623	slc40a1	solute carrier family 40 member 1
113007625	asdurf	ASNSD1 upstream reading frame
113007622	asnsd1	asparagine synthetase domain containing 1
113007624	LOC113007624	uncharacterized LOC113007624
113007333	cnot9	CCR4-NOT transcription complex subunit 9%2C transcript variant X1
113007332	usp37	ubiquitin specific peptidase 37%2C transcript variant X1
113007334	ybey	ybeY metalloendoribonuclease
113007331	mcm3ap	minichromosome maintenance complex component 3 associated protein
